,img,x0,y0,x1,y1
211,PM-WWA-20080509-173.jpg,81, 145, 1619, 591
212,PM-WWA-20090621-197.jpg,50, 121, 1178, 493
213,PM-WWA-20150408-266.jpg,74, 110, 1755, 370
214,PM-WWA-20150627-050.jpg,50, 172, 1624, 722
215,PM-WWA-20160830-050.jpg,12, 174, 1650, 626
216,PM-WWA-20100723-296.jpg,67, 145, 1751, 494
217,PM-WWA-20120709-017.jpg,38, 152, 1639, 630
218,PM-WWA-20090811-026.jpg,72, 162, 1881, 603
219,PM-WWA-20110801-117.jpg,64, 126, 364, 191
220,PM-WWA-20160801-046.jpg,68, 134, 1590, 616
221,PM-WWA-20090420-108.jpg,39, 86, 1604, 747
222,PM-WWA-20160420-217.jpg,82, 209, 1553, 585
223,PM-WWA-20120823-024.jpg,44, 140, 893, 341
224,PM-WWA-20050627-025.jpg,101, 279, 1994, 644
225,PM-WWA-20150520-638.jpg,118, 256, 1187, 475
226,PM-WWA-20150520-639.jpg,85, 191, 1184, 365
227,PM-WWA-20150520-636.jpg,193, 193, 1210, 630
228,PM-WWA-20150414-219.jpg,145, 225, 2326, 514
229,PM-WWA-20140424-146.jpg,61, 164, 1895, 575
230,PM-WWA-20140424-219.jpg,121, 173, 3650, 1155
231,PM-WWA-20160321-013.jpg,60, 169, 1613, 444
232,PM-WWA-20140313-053.jpg,144, 316, 4090, 916
233,PM-WWA-20090410-077.jpg,47, 104, 1784, 551
234,PM-WWA-20120607-025.jpg,74, 92, 1151, 515
235,PM-WWA-20130713-042.jpg,42, 111, 1303, 329
236,PM-WWA-20050512-109.jpg,33, 83, 587, 180
237,PM-WWA-20161013-314.jpg,72, 155, 1618, 445
238,PM-WWA-20130811-193.jpg,117, 82, 797, 543
239,PM-WWA-20110715-047.jpg,56, 166, 2049, 621
240,PM-WWA-20140531-020.jpg,87, 210, 1661, 620
241,PM-WWA-20070514-B061.jpg,42, 62, 929, 288
242,PM-WWA-20060824-143.jpg,107, 260, 2113, 749
243,PM-WWA-20110713-311.jpg,84, 152, 2893, 951
244,PM-WWA-20070424-024.jpg,58, 82, 1018, 361
245,PM-WWA-20160704-009.jpg,63, 137, 1006, 414
246,PM-WWA-20090713-038.jpg,45, 127, 1119, 318
247,PM-WWA-20070521-185.jpg,42, 64, 1214, 480
248,PM-WWA-20160408-564.jpg,107, 76, 411, 254
249,PM-WWA-20060707-A024.jpg,87, 271, 1820, 743
250,PM-WWA-20080624-147.jpg,33, 119, 2170, 494
251,PM-WWA-20050823-155.jpg,1026, 1097, 1746, 1320
252,PM-WWA-20130828-A032.jpg,70, 99, 445, 161
253,PM-WWA-20120817-023.jpg,5, 114, 1280, 495
254,PM-WWA-20080509-180.jpg,41, 66, 633, 208
255,PM-WWA-20100410-011.jpg,80, 139, 2233, 961
256,PM-WWA-20090407-073.jpg,69, 107, 947, 490
257,PM-WWA-20130423-190.jpg,79, 161, 943, 287
258,PM-WWA-20070709-047.jpg,68, 91, 712, 225
259,PM-WWA-20070708-269.jpg,92, 156, 957, 312
260,PM-WWA-20060531-D057.jpg,11, 54, 502, 182
261,PM-WWA-20110630-102.jpg,77, 219, 2653, 941
262,PM-WWA-20150330-035.jpg,61, 109, 550, 186
263,PM-WWA-20150330-034.jpg,34, 87, 561, 191
264,PM-WWA-20050513-242.jpg,173, 234, 894, 377
265,PM-WWA-20050822-234.jpg,147, 166, 642, 298
266,PM-WWA-20060612-048b.jpg,11, 58, 341, 143
267,PM-WWA-20151001-046.jpg,41, 283, 1591, 624
268,PM-WWA-20160720-234.jpg,83, 166, 1635, 408
269,PM-WWA-20160822-023.jpg,75, 172, 1610, 637
270,PM-WWA-20110816-089.jpg,82, 162, 2163, 865
271,PM-WWA-20100729-066.jpg,109, 190, 2433, 646
272,PM-WWA-20110411-014.jpg,89, 157, 1511, 482
273,PM-WWA-20150810-430.jpg,85, 166, 1625, 533
274,PM-WWA-20101020-014.jpg,32, 58, 1038, 1090
275,PM-WWA-20050828-051.jpg,1004, 1210, 1746, 1299
276,PM-WWA-20090703-076.jpg,32, 127, 1115, 328
277,PM-WWA-20070821-068.jpg,77, 121, 1181, 397
278,PM-WWA-20050824-050.jpg,51, 141, 534, 233
279,PM-WWA-20050824-049.jpg,69, 105, 498, 285
280,PM-WWA-20070816-040.jpg,99, 131, 901, 328
281,PM-WWA-20150615-024.jpg,81, 203, 1476, 451
282,PM-WWA-20090614-081.jpg,50, 112, 922, 308
283,PM-WWA-20090630-095.jpg,84, 75, 1618, 558
284,PM-WWA-20060929-048.jpg,86, 214, 949, 339
285,PM-WWA-20060914-116.jpg,130, 267, 1886, 507
286,PM-WWA-20080807-145.jpg,39, 145, 1739, 675
287,PM-WWA-20080807-068.jpg,13, 51, 1633, 599
288,PM-WWA-20060819-009.jpg,122, 217, 1082, 473
289,PM-WWA-20120810-011.jpg,125, 133, 1041, 417
290,PM-WWA-20070808-043.jpg,50, 99, 679, 204
291,PM-WWA-20060710-054.jpg,141, 189, 1070, 531
292,PM-WWA-20060518-063.jpg,174, 206, 999, 474
293,PM-WWA-20070703-002.jpg,77, 126, 786, 267
294,PM-WWA-20070626-002.jpg,52, 78, 479, 194
295,PM-WWA-20080516-048.jpg,45, 90, 844, 291
296,PM-WWA-20070907-159.jpg,22, 99, 617, 303
297,PM-WWA-20060710-024.jpg,164, 198, 859, 384
298,PM-WWA-20070628-123.jpg,57, 96, 740, 314
299,PM-WWA-20070907-209.jpg,59, 90, 1006, 277
300,PM-WWA-20070703-061.jpg,33, 111, 569, 255
301,PM-WWA-20070710-003.jpg,62, 71, 677, 209
302,PM-WWA-20110719-075.jpg,61, 212, 2447, 692
303,PM-WWA-20110727-375.jpg,98, 205, 1637, 499
304,PM-WWA-20050716-154.jpg,160, 146, 655, 258
305,PM-WWA-20080619-004.jpg,84, 141, 1440, 674
306,PM-WWA-20150719-005.jpg,87, 170, 1611, 489
307,PM-WWA-20110719-057.jpg,63, 38, 272, 180
308,PM-WWA-20110520-124.jpg,121, 232, 1738, 461
309,PM-WWA-20080526-017.jpg,58, 54, 566, 166
310,PM-WWA-20120825-049.jpg,68, 129, 1445, 340
311,PM-WWA-20060518-014.jpg,81, 166, 837, 301
312,PM-WWA-20070710-078.jpg,60, 119, 565, 211
313,PM-WWA-20060710-078.jpg,154, 196, 978, 433
314,PM-WWA-20060710-058.jpg,110, 236, 1034, 429
315,PM-WWA-20110512-170.jpg,107, 175, 1935, 496
316,PM-WWA-20110531-134.jpg,88, 241, 3397, 1312
317,PM-WWA-20090407-011.jpg,62, 65, 207, 85
318,PM-WWA-20060917-013.jpg,157, 157, 850, 484
319,PM-WWA-20100523-058.jpg,67, 187, 2577, 653
320,PM-WWA-20080513-157.jpg,94, 94, 1608, 393
321,PM-WWA-20140703-556.jpg,78, 105, 1333, 572
322,PM-WWA-20070514-B037.jpg,30, 95, 988, 451
323,PM-WWA-20110412-021.jpg,54, 129, 1518, 622
324,PM-WWA-20100407-035.jpg,114, 307, 2746, 623
325,PM-WWA-20110718-011.jpg,51, 130, 1485, 516
326,PM-WWA-20050821-125.jpg,98, 182, 812, 266
327,PM-WWA-20150615-074.jpg,75, 222, 1838, 650
328,PM-WWA-20050512-106.jpg,59, 88, 592, 204
329,PM-WWA-20150820-013.jpg,73, 91, 1589, 643
330,PM-WWA-20110530-012.jpg,99, 180, 1777, 612
331,PM-WWA-20120806-075.jpg,79, 170, 1256, 345
332,PM-WWA-20060828-101.jpg,186, 214, 946, 457
333,PM-WWA-20160417-293.jpg,85, 166, 1223, 386
334,PM-WWA-20080426-167.jpg,66, 128, 1854, 732
335,PM-WWA-20160617-263.jpg,149, 231, 1537, 557
336,PM-WWA-20080426-152.jpg,127, 149, 1032, 322
337,PM-WWA-20110724-090.jpg,98, 125, 2114, 1032
338,PM-WWA-20130825-126.jpg,69, 107, 499, 230
339,PM-WWA-20080513-110.jpg,63, 108, 1002, 484
340,PM-WWA-20120823-031.jpg,36, 115, 819, 283
341,PM-WWA-20060826-062.jpg,70, 201, 1870, 647
342,PM-WWA-20140903-007.jpg,96, 144, 1391, 400
343,PM-WWA-20130724-143.jpg,54, 162, 2011, 832
344,PM-WWA-20070518-230.jpg,8, 96, 1218, 530
345,PM-WWA-20110727-113.jpg,59, 265, 1760, 630
346,PM-WWA-20140627-075.jpg,56, 391, 2978, 1024
347,PM-WWA-20100723-468.jpg,103, 176, 1589, 561
348,PM-WWA-20160722-035.jpg,63, 188, 1502, 537
349,PM-WWA-20120617-014.jpg,25, 136, 1535, 640
350,PM-WWA-20160726-060.jpg,111, 227, 1575, 497
351,PM-WWA-20100716-156.jpg,88, 97, 775, 292
352,PM-WWA-20090813-127.jpg,132, 77, 443, 279
353,PM-WWA-20090922-013.jpg,48, 108, 1367, 409
354,PM-WWA-20140801-187.jpg,53, 163, 1032, 369
355,PM-WWA-20050607-008.jpg,231, 245, 1444, 471
356,PM-WWA-20140412-239.jpg,64, 133, 1844, 666
357,PM-WWA-20090725-009.jpg,47, 116, 1536, 587
358,PM-WWA-20160428-086.jpg,122, 165, 1566, 519
359,PM-WWA-20120430-372.jpg,60, 130, 818, 293
360,PM-WWA-20160727-097.jpg,78, 208, 1613, 512
361,PM-WWA-20140818-004.jpg,88, 230, 1907, 710
362,PM-WWA-20110601-051.jpg,55, 155, 2648, 609
363,PM-WWA-20110530-132.jpg,94, 183, 1698, 548
364,PM-WWA-20130806-101.jpg,135, 57, 666, 410
365,PM-WWA-20130724-507.jpg,82, 117, 1993, 404
366,PM-WWA-20150329-625.jpg,59, 128, 1522, 753
367,PM-WWA-20070901-044.jpg,38, 145, 892, 386
368,PM-WWA-20140731-083.jpg,133, 162, 1910, 727
369,PM-WWA-20050617-022.jpg,200, 212, 725, 367
370,PM-WWA-20060822-038.jpg,439, 253, 1236, 454
371,PM-WWA-20060812-009.jpg,127, 157, 737, 366
372,PM-WWA-20060806-038.jpg,115, 176, 1117, 510
373,PM-WWA-20110607-099.jpg,97, 179, 1420, 692
374,PM-WWA-20080616-023.jpg,91, 85, 1211, 547
375,PM-WWA-20060806-025.jpg,144, 192, 716, 410
376,PM-WWA-20060806-006.jpg,122, 157, 425, 219
377,PM-WWA-20100407-023.jpg,95, 149, 1490, 561
378,PM-WWA-20160813-511.jpg,90, 191, 1235, 463
379,PM-WWA-20110411-173.jpg,124, 187, 806, 527
380,PM-WWA-20080614-006.jpg,38, 91, 926, 301
381,PM-WWA-20080607-317.jpg,31, 77, 1383, 449
382,PM-WWA-20120719-016.jpg,58, 100, 1256, 304
383,PM-WWA-20090406-098.jpg,50, 120, 1629, 487
384,PM-WWA-20060422-002.jpg,173, 138, 625, 266
385,PM-WWA-20060427-C002.jpg,189, 258, 1251, 446
386,PM-WWA-20050718-135.jpg,202, 323, 1236, 552
387,PM-WWA-20050413-009.jpg,964, 700, 1981, 969
388,PM-BIO-20050413-049.jpg,717, 914, 1970, 1103
389,PM-WWA-20110715-169.jpg,58, 138, 1884, 587
390,PM-WWA-20110615-095.jpg,147, 148, 2929, 766
391,PM-WWA-20060725-015.jpg,141, 182, 979, 385
392,PM-WWA-20090717-480.jpg,178, 184, 424, 215
393,PM-WWA-20060610-129.jpg,168, 164, 296, 149
394,PM-WWA-20150414-204.jpg,139, 103, 225, 214
395,PM-WWA-20050710-085.jpg,199, 168, 423, 202
396,PM-WWA-20100914-055.jpg,226, 105, 896, 640
397,PM-WWA-201006022-016.jpg,80, 125, 743, 219
398,PM-WWA-20090717-349.jpg,66, 90, 242, 126
399,PM-WWA-20060911-050.jpg,226, 242, 513, 284
400,PM-WWA-20100915-009.jpg,37, 66, 1501, 287
401,PM-WWA-20141005-040.jpg,27, 131, 1286, 522
402,PM-WWA-20070620-011.jpg,64, 155, 1131, 314
403,PM-WWA-20150513-482.jpg,113, 228, 1450, 447
404,PM-WWA-20050513-229.jpg,115, 152, 343, 204
405,PM-WWA-20120902-126.jpg,34, 2, 729, 694
406,PM-WWA-20110422-035.jpg,233, 114, 272, 197
407,PM-WWA-20150615-082.jpg,272, 152, 361, 301
408,PM-WWA-20150810-561.jpg,192, 337, 1119, 1146
409,PM-WWA-20130712-476.jpg,96, 142, 868, 412
410,PM-WWA-20070829-055.jpg,54, 106, 1072, 258
411,PM-WWA-20070627-055.jpg,49, 57, 130, 77
412,PM-WWA-20080607-068.jpg,91, 98, 174, 148
413,PM-WWA-20050723-195.jpg,75, 21, 620, 466
414,PM-WWA-20090725-011.jpg,56, 90, 1119, 346
415,PM-WWA-20050804-033.jpg,184, 69, 498, 249
416,PM-WWA-20130821-012.jpg,66, 67, 1381, 402
417,PM-WWA-20130811-051.jpg,56, 25, 257, 232
418,PM-WWA-20160725-083.jpg,106, 197, 1180, 483
419,PM-WWA-20100705-101.jpg,68, 181, 1355, 378
420,PM-WWA-20090518-002.jpg,84, 84, 370, 131
421,PM-WWA-20080707-173.jpg,48, 139, 850, 313
422,PM-WWA-20060531-E021.jpg,56, 200, 1476, 478
423,PM-WWA-20050922-054.jpg,194, 170, 384, 251
424,PM-WWA-20110520-179.jpg,345, 158, 645, 614
425,PM-WWA-20050804-016.jpg,348, 156, 466, 290
426,PM-WWA-201006014-362.jpg,69, 79, 430, 170
427,PM-WWA-20160908-009.jpg,100, 113, 1557, 504
428,PM-WWA-20100820-129.jpg,242, 102, 425, 215
429,PM-WWA-20100924-009.jpg,60, 280, 2754, 1162
430,PM-WWA-20100723-335.jpg,171, 97, 340, 203
431,PM-WWA-20110906-009.jpg,84, 172, 2265, 478
432,PM-WWA-20070703-052.jpg,134, 94, 185, 124
433,PM-WWA-20130617-099.jpg,68, 82, 196, 133
434,PM-WWA-20080604-024.jpg,59, 78, 144, 87
435,PM-WWA-20140719-003.jpg,62, 114, 1046, 307
436,PM-WWA-20050907-018.jpg,135, 151, 450, 196
437,PM-WWA-20140314-051.jpg,216, 160, 4045, 805
438,PM-WWA-20160407-080.jpg,216, 161, 324, 318
439,PM-WWA-20160617-409.jpg,136, 177, 544, 279
440,PM-WWA-20070628-118.jpg,43, 141, 720, 259
441,PM-WWA-20160319-329.jpg,132, 168, 353, 221
442,PM-WWA-20150409-446.jpg,69, 81, 296, 142
443,PM-WWA-20110506-005.jpg,187, 221, 1174, 783
444,PM-WWA-20110607-119.jpg,127, 108, 195, 150
445,PM-WWA-20110820-025.jpg,136, 134, 383, 211
446,PM-WWA-20090425-349.jpg,80, 74, 241, 138
447,PM-WWA-201006022-008.jpg,339, 99, 1044, 613
448,PM-WWA-20150810-569.jpg,139, 28, 891, 552
449,PM-WWA-20160728-004.jpg,75, 109, 267, 168
450,PM-WWA-20161012-465.jpg,154, 314, 681, 455
451,PM-WWA-20160725-017.jpg,69, 121, 376, 256
452,PM-WWA-20050710-115.jpg,145, 150, 296, 187
453,PM-WWA-20080829-140.jpg,103, 63, 268, 152
